GEO.id,GEO.id2,GEO.display-label,HC01_EST_VC02,HC01_MOE_VC02,HC02_EST_VC02,HC02_MOE_VC02,HC01_EST_VC04,HC01_MOE_VC04,HC02_EST_VC04,HC02_MOE_VC04,HC01_EST_VC05,HC01_MOE_VC05,HC02_EST_VC05,HC02_MOE_VC05,HC01_EST_VC06,HC01_MOE_VC06,HC02_EST_VC06,HC02_MOE_VC06,HC01_EST_VC07,HC01_MOE_VC07,HC02_EST_VC07,HC02_MOE_VC07,HC01_EST_VC08,HC01_MOE_VC08,HC02_EST_VC08,HC02_MOE_VC08,HC01_EST_VC09,HC01_MOE_VC09,HC02_EST_VC09,HC02_MOE_VC09,HC01_EST_VC10,HC01_MOE_VC10,HC02_EST_VC10,HC02_MOE_VC10,HC01_EST_VC12,HC01_MOE_VC12,HC02_EST_VC12,HC02_MOE_VC12,HC01_EST_VC13,HC01_MOE_VC13,HC02_EST_VC13,HC02_MOE_VC13,HC01_EST_VC16,HC01_MOE_VC16,HC02_EST_VC16,HC02_MOE_VC16,HC01_EST_VC17,HC01_MOE_VC17,HC02_EST_VC17,HC02_MOE_VC17,HC01_EST_VC18,HC01_MOE_VC18,HC02_EST_VC18,HC02_MOE_VC18,HC01_EST_VC19,HC01_MOE_VC19,HC02_EST_VC19,HC02_MOE_VC19,HC01_EST_VC23,HC01_MOE_VC23,HC02_EST_VC23,HC02_MOE_VC23,HC01_EST_VC24,HC01_MOE_VC24,HC02_EST_VC24,HC02_MOE_VC24,HC01_EST_VC25,HC01_MOE_VC25,HC02_EST_VC25,HC02_MOE_VC25,HC01_EST_VC26,HC01_MOE_VC26,HC02_EST_VC26,HC02_MOE_VC26,HC01_EST_VC27,HC01_MOE_VC27,HC02_EST_VC27,HC02_MOE_VC27,HC01_EST_VC28,HC01_MOE_VC28,HC02_EST_VC28,HC02_MOE_VC28,HC01_EST_VC32,HC01_MOE_VC32,HC02_EST_VC32,HC02_MOE_VC32,HC01_EST_VC33,HC01_MOE_VC33,HC02_EST_VC33,HC02_MOE_VC33,HC01_EST_VC34,HC01_MOE_VC34,HC02_EST_VC34,HC02_MOE_VC34,HC01_EST_VC35,HC01_MOE_VC35,HC02_EST_VC35,HC02_MOE_VC35,HC01_EST_VC36,HC01_MOE_VC36,HC02_EST_VC36,HC02_MOE_VC36,HC01_EST_VC37,HC01_MOE_VC37,HC02_EST_VC37,HC02_MOE_VC37,HC01_EST_VC38,HC01_MOE_VC38,HC02_EST_VC38,HC02_MOE_VC38,HC01_EST_VC41,HC01_MOE_VC41,HC02_EST_VC41,HC02_MOE_VC41,HC01_EST_VC42,HC01_MOE_VC42,HC02_EST_VC42,HC02_MOE_VC42,HC01_EST_VC43,HC01_MOE_VC43,HC02_EST_VC43,HC02_MOE_VC43
1400000US12091022001,12091022001,"Census Tract 220.01, Okaloosa County, Florida",1637,167,44069,7686,82.5,7.3,48512,9165,8.5,6,23646,45365,4.2,4.5,-,**,2.1,2.3,100375,163859,0,2.6,-,**,0,2.6,-,**,2.8,2.4,40882,45600,6.9,5.8,15856,18433,75.6,9.4,50736,6893,10.4,6.3,24871,49198,41.5,10.7,43098,11460,37.5,9.1,50820,14327,10.6,4.3,38839,10773,982,182,48036,8262,40.2,12.1,16662,13564,59.8,12.1,54543,20051,45.8,11.6,54314,13819,38.6,12.5,15808,6841,15.6,10.8,47188,35258,655,184,37207,4574,33,13.4,32115,19048,22.3,12.4,22813,16331,10.7,7.5,41875,49360,67,13.4,38036,9741,41.5,16.5,24688,18343,25.5,16.5,44712,27018,33.2,(X),(X),(X),25.6,(X),(X),(X),39.5,(X),(X),(X)
1400000US12091022002,12091022002,"Census Tract 220.02, Okaloosa County, Florida",1405,143,52298,4190,79.2,8.8,58151,9902,12.1,7.7,21700,18753,1.9,2,56806,28093,1,1.6,-,**,0,3,-,**,0,3,-,**,5.8,5.4,48796,6566,0.7,1.3,-,**,78.5,8.8,57891,9727,13.5,8.3,47569,33210,24.1,7.2,55625,17746,43.2,8.5,60729,12006,19.2,5.9,38167,19336,948,132,57222,7676,30.6,10.9,46346,26716,69.4,10.9,64107,22046,78.5,11.7,59219,9682,15.8,10.1,23245,7750,5.7,6.4,203313,215364,457,135,43838,10309,56.5,14.7,30833,21475,44.6,17.1,22708,9164,11.8,15.4,-,**,43.5,14.7,53750,33610,32.8,15.3,44133,27040,10.7,8.5,87614,51849,28.7,(X),(X),(X),32.1,(X),(X),(X),21.7,(X),(X),(X)
1400000US12091022100,12091022100,"Census Tract 221, Okaloosa County, Florida",1304,126,50000,9651,88.8,6.5,51188,12011,6.8,4.7,46750,36785,1.1,1.8,9688,131408,0.3,0.7,-,**,0,3.2,-,**,3,3.3,34620,46013,0,3.2,-,**,7.4,4.9,34185,43582,84.7,7.8,51594,11326,5.4,5,70335,46173,35.4,6.7,60633,5785,33.2,7.2,45977,9643,26,6.4,29345,9783,673,96,60674,3331,54.4,9.3,60187,7659,45.6,9.3,61209,2126,81.6,10.5,61316,8282,12.5,7.9,16900,32440,5.9,7.4,60577,9481,631,122,35875,11292,62.3,14.7,28393,18361,52.3,14.2,19703,13751,10,10.3,70579,46054,37.7,14.7,45672,3125,28.8,14.1,46045,10044,8.9,5.6,42727,7157,24.5,(X),(X),(X),22.4,(X),(X),(X),23.1,(X),(X),(X)
1400000US12091022300,12091022300,"Census Tract 223, Okaloosa County, Florida",968,135,46306,8242,84,7.3,45486,16097,5.9,5.5,116016,10565,1.2,2.5,104167,95677,3.9,5,-,**,0,4.3,-,**,5,5.3,-,**,0,4.3,-,**,0,4.3,-,**,84,7.3,45486,16097,5.2,4.5,28864,97691,34.6,10.5,39557,14413,39,9.1,52188,38676,21.2,4.9,52625,22773,645,134,47281,28416,53.6,10.2,23400,22146,46.4,10.2,70114,25231,45.3,13.5,73846,20436,46.7,13.7,24475,36045,8.1,10.9,18617,703,323,112,38307,11956,35,17.2,33068,36217,35,17.2,33068,36217,0,12.3,-,**,65,17.2,38750,11082,37.8,15.5,22059,14041,27.2,15.7,39792,43998,39.6,(X),(X),(X),51,(X),(X),(X),16.7,(X),(X),(X)
1400000US12091022400,12091022400,"Census Tract 224, Okaloosa County, Florida",1628,130,54349,6037,90.1,4.2,54935,6334,4.1,2.7,60313,80478,1.4,1.5,53083,70381,3,2.3,35703,66041,0,2.6,-,**,0,2.6,-,**,1.4,1.8,126053,18793,4.1,3,20903,8675,86.2,4.7,56203,6015,1.5,1.5,34464,61284,25.7,5.5,41176,8387,44,5.7,62151,5343,28.8,4.2,48839,12001,876,113,61250,4809,36.8,5.9,75956,23885,63.2,5.9,60326,7413,72.3,7.9,63274,13573,16.9,6.4,33810,3365,10.8,5.4,62083,88752,752,125,45400,7352,43.8,11.1,28828,12497,37.6,10.2,22875,12738,6.1,5.5,64100,10940,56.3,11.1,54955,10798,44,12.1,47025,15730,12.2,7.2,75556,51109,28.9,(X),(X),(X),25.8,(X),(X),(X),30.1,(X),(X),(X)
1400000US12091022500,12091022500,"Census Tract 225, Okaloosa County, Florida",1706,133,53727,7884,86,5.6,56836,5991,9.7,4.8,48367,7260,0,2.5,-,**,2.6,2.5,58553,47685,0,2.5,-,**,1.1,1.6,-,**,0.6,1,-,**,3.6,2.3,36411,13338,83.5,5.8,57148,6169,6.7,4.1,33831,14614,24.2,6,48173,10672,43.1,5.6,58846,8440,26,3.2,54688,18260,1107,109,58519,4011,39.4,6.2,57881,12343,60.6,6.2,59659,7912,75.2,9,61250,6444,17.3,6.7,45375,14748,7.5,5.9,45708,26761,599,121,35956,10064,64.3,11,31250,11783,52.8,12.6,30577,13997,11.5,7.4,38472,45347,35.7,11,53261,10602,22,8.6,49500,16257,13.7,8.3,70286,39940,19.7,(X),(X),(X),19.1,(X),(X),(X),18.2,(X),(X),(X)
1400000US12091022600,12091022600,"Census Tract 226, Okaloosa County, Florida",1524,152,38273,7027,73.1,6.7,45440,6043,21.6,6.6,25208,16000,0,2.7,-,**,2.4,2.5,13906,16255,0,2.7,-,**,1.6,2.2,29375,62013,1.4,1.6,42813,31867,13.7,6.4,45402,34860,62.3,7.2,45016,7865,15.9,6.6,39094,10210,37.1,8.4,45840,8531,31.7,8.8,29960,16267,15.3,4.3,32750,15029,693,142,44271,7235,46.8,10.5,29333,13060,53.2,10.5,52764,7115,55,12.4,51146,8281,31.9,11.5,26125,4940,13.1,8.7,43438,12990,831,138,32813,9114,30.7,9.7,21042,14574,22.9,8.3,14615,7354,7.8,6.4,98185,92551,69.3,9.7,37891,10852,52.8,11,33021,16460,16.5,9.4,46027,21280,21.7,(X),(X),(X),22.1,(X),(X),(X),21.4,(X),(X),(X)
1400000US12091022700,12091022700,"Census Tract 227, Okaloosa County, Florida",1485,129,52446,7778,80,6.2,57933,9575,15,5.2,12283,31522,0.9,1.5,"250,000+",***,0.6,1.1,-,**,0,2.8,-,**,0,2.8,-,**,3.4,4.2,38983,49026,0.9,2.7,-,**,79.1,7.6,57717,10315,6.2,6.5,11006,807,23.7,7.5,49412,13298,39.3,7.6,78438,18180,30.8,5,34779,14656,815,111,64564,10224,24.7,6,59591,6686,75.3,6,75048,20126,84.5,7.5,66490,16242,10.7,6.8,43992,19961,4.8,4.7,"2,500-",***,670,126,26111,12628,53.3,14,29069,3734,42.7,11.8,26667,6704,10.6,9.5,82989,50612,46.7,14,11563,25388,43.7,14.1,11682,27922,3,3.4,"2,500-",***,32.8,(X),(X),(X),23.6,(X),(X),(X),44,(X),(X),(X)
1400000US12091022800,12091022800,"Census Tract 228, Okaloosa County, Florida",1089,100,42367,4948,70.6,9.5,43082,11512,20.9,7.7,42819,11937,0,3.8,-,**,3.4,4.6,-,**,0,3.8,-,**,0,3.8,-,**,5.1,5.3,37148,30902,11.8,6.5,51031,39770,58.8,9.3,42241,14095,10.9,8.7,26958,13898,40.8,9.3,44776,20456,28.5,7.2,36563,8749,19.8,6.3,32049,26257,617,136,52991,22213,39.5,12.7,31827,13465,60.5,12.7,58558,19132,51.1,15,68456,33623,26.6,12.6,31280,3814,22.4,13.9,33667,45657,472,133,33667,7137,58.1,17.8,27406,15108,58.1,17.8,27406,15108,0,8.6,-,**,41.9,17.8,40341,13698,20.1,12.2,32056,15405,21.8,17,40980,9292,24.6,(X),(X),(X),28.5,(X),(X),(X),19.5,(X),(X),(X)
1400000US12091022900,12091022900,"Census Tract 229, Okaloosa County, Florida",1849,166,51058,6713,80.5,7.9,53250,8031,5.3,4.4,24542,77993,1.9,1.9,45446,6465,8.9,5.2,38646,25357,0,2.3,-,**,0,2.3,-,**,3.4,2.6,70368,60708,4.9,3.3,57788,14985,76.2,8.1,52550,11572,3.9,3.6,33365,14918,31.2,7.6,52950,13515,40.9,6.8,56250,10468,23.9,4.2,44583,11762,1115,142,62625,8457,35,7,51773,6543,65,7,64275,8794,73.7,8.9,70919,7397,23.8,8.5,50038,11406,2.5,2.9,29444,24662,734,170,31061,5029,67.2,13.3,31696,6120,55.7,14,28872,3306,11.4,8.8,55625,13090,32.8,13.3,30592,9652,31.5,13.1,29958,9666,1.4,2,-,**,22.2,(X),(X),(X),21.1,(X),(X),(X),23.8,(X),(X),(X)
1400000US12091023100,12091023100,"Census Tract 231, Okaloosa County, Florida",3073,237,57702,8630,84.1,4.1,53125,11181,9.9,3.6,65954,12116,0,1.4,-,**,2,1.9,22019,57841,0,1.4,-,**,2,1.9,72273,31480,2.1,1.9,26200,215726,11.2,5.9,24836,18207,75.2,7.2,59633,7972,5.1,3.8,10366,14525,40,5.5,59020,12002,44.4,6.6,63799,9532,10.4,3,41125,27458,2038,228,69643,11763,42.3,6.5,67212,35394,57.7,6.5,69911,13483,72.6,7,82708,6306,12.7,6,31471,24741,14.8,6.5,27171,16148,1035,260,36074,8775,46.3,11.5,28239,24252,35.4,10.9,17423,8269,10.9,7.6,65757,2202,53.7,11.5,38523,12571,32.7,12.4,32067,8355,21.1,11.6,44265,63365,26.4,(X),(X),(X),21.4,(X),(X),(X),36,(X),(X),(X)
1400000US12091023200,12091023200,"Census Tract 232, Okaloosa County, Florida",965,115,52621,15482,95.2,3.7,54476,16781,0,4.3,-,**,1.9,2.6,-,**,0,4.3,-,**,0,4.3,-,**,2.9,2.3,34167,10565,0,4.3,-,**,4.6,4.3,14792,41878,92.7,5.3,60344,18808,7.4,5.4,27153,21589,33.5,10.3,60083,36487,31.8,6.9,48125,14762,27.4,5.4,64583,17099,494,80,70893,14423,19.4,9.8,27344,47621,80.6,9.8,73906,21089,87,9.8,73281,20262,11.1,9.6,25703,9233,1.8,3,-,**,471,126,42171,8263,17.6,10.6,30729,13296,17.6,10.6,30729,13296,0,8.6,-,**,82.4,10.6,42794,6841,57.5,17,36953,8997,24.8,17,101678,18454,29.3,(X),(X),(X),20.6,(X),(X),(X),38.4,(X),(X),(X)
1400000US12091023303,12091023303,"Census Tract 233.03, Okaloosa County, Florida",757,137,85293,12421,98.2,2.8,85665,10036,0,5.5,-,**,0,5.5,-,**,0,5.5,-,**,0,5.5,-,**,1.8,2.8,-,**,0,5.5,-,**,3.7,4.1,31250,62423,96.3,4.1,86037,8442,2.1,2.9,-,**,21.1,13.1,85588,36269,33.4,8.7,111058,47010,43.3,12.9,76250,14939,482,103,85192,24127,15.1,10.7,65583,73871,84.9,10.7,87404,24967,89.2,8.3,88500,25411,1.7,2.7,-,**,9.1,7.7,66000,57902,275,92,79766,17136,41.8,21,82917,55844,30.5,16.4,83056,70271,11.3,12.4,79922,121878,58.2,21,69766,29509,40.7,17.9,68984,36637,17.5,19.1,85735,49285,30.4,(X),(X),(X),32.6,(X),(X),(X),26.5,(X),(X),(X)
1400000US12091023304,12091023304,"Census Tract 233.04, Okaloosa County, Florida",968,131,73966,19689,94.8,5.3,72931,16670,0,4.3,-,**,0,4.3,-,**,5.2,5.3,"250,000+",***,0,4.3,-,**,0,4.3,-,**,0,4.3,-,**,4.2,6.1,-,**,90.6,8.1,74698,18818,0,4.3,-,**,35.2,9.5,44970,53202,44.4,9.6,103750,46816,20.4,7.8,76823,40266,649,92,104292,26814,39,9.9,128050,115223,61,9.9,95167,34352,83.5,10.8,111304,62154,10.9,8.6,102708,42470,5.5,6.4,128200,179600,319,138,32266,17161,34.5,23.2,24510,19298,30.1,23,24167,12633,4.4,7.5,-,**,65.5,23.2,41012,24604,44.2,22.8,27212,15305,21.3,21.2,44573,170217,28.1,(X),(X),(X),26.3,(X),(X),(X),31.7,(X),(X),(X)
1400000US12091023305,12091023305,"Census Tract 233.05, Okaloosa County, Florida",1485,147,63967,7695,90.7,6.3,63763,8402,3.8,3.7,27375,82890,3.4,3.5,138355,30327,0,2.8,-,**,0,2.8,-,**,2.1,3,-,**,0,2.8,-,**,2.3,2.8,22361,64612,88.4,6.9,64196,9520,3.6,3.6,57546,70816,43.3,9.3,64273,10875,32.5,7.3,81500,38961,20.7,5.1,51144,17635,965,153,74327,15120,38.8,11.9,83750,64959,61.2,11.9,68493,14923,86,7.5,82100,17312,9.7,6.6,34457,20164,4.2,4.9,49267,2615,520,167,33979,17182,49,16.1,26125,8545,49,16.1,26125,8545,0,7.8,-,**,51,16.1,67554,37160,38.8,16.6,67717,49327,12.1,11,54766,141017,36,(X),(X),(X),30.5,(X),(X),(X),46.3,(X),(X),(X)
1400000US12091023306,12091023306,"Census Tract 233.06, Okaloosa County, Florida",980,118,62059,12393,91,5.9,62639,12646,3.8,5.6,-,**,0,4.2,-,**,2,2.6,-,**,0,4.2,-,**,0,4.2,-,**,3.2,3.6,97961,119394,4.3,6,53581,5780,90.5,6.4,62813,12509,6.3,6.5,54595,12928,27,7.1,49236,12139,46.9,8.7,74628,12353,19.7,4.2,55066,20656,704,101,69375,16206,39.6,9.9,49653,28864,60.4,9.9,72578,16219,77.7,8.6,72188,11754,12.5,6.4,100833,67330,9.8,8.7,27464,43936,276,99,46154,22518,71,17.4,56029,32978,53.6,20.4,28750,48882,17.4,14.8,63421,32826,29,17.4,39821,11423,19.6,15,36250,7357,9.4,10.5,59125,21428,24.4,(X),(X),(X),20,(X),(X),(X),16.3,(X),(X),(X)
1400000US12091023307,12091023307,"Census Tract 233.07, Okaloosa County, Florida",938,108,55600,15580,94.8,5.8,52218,15714,0,4.4,-,**,0,4.4,-,**,0,4.4,-,**,0,4.4,-,**,2.5,3.2,21917,172579,2.8,4.9,-,**,18.7,12.2,77132,50239,81.3,12.2,49417,12025,14.7,8.6,29886,108241,46.3,8.6,66648,4151,28.1,8.7,38214,18704,10.9,3.2,30938,13116,608,100,65649,11275,40.8,9.1,52250,25650,59.2,9.1,66912,10222,70.6,14.2,69779,9402,10.9,8.3,36875,22061,18.6,13.3,65123,48276,330,112,40078,18065,46.1,21.8,38929,26342,30.9,13.6,30481,7190,15.2,19.3,66488,1537,53.9,21.8,40313,21795,48.8,21.7,32266,18868,5.2,7.9,-,**,17.9,(X),(X),(X),17.9,(X),(X),(X),2.4,(X),(X),(X)
1400000US12091023308,12091023308,"Census Tract 233.08, Okaloosa County, Florida",1397,184,59515,15592,95.9,4,59310,15436,0,3,-,**,0,3,-,**,2.7,3.7,71979,24574,0,3,-,**,0,3,-,**,1.4,2.2,-,**,4.2,4,55785,4579,91.7,5.1,59946,24564,7.9,6.5,57442,2286,30.6,8.4,59022,39191,40.7,9.4,84063,43045,20.8,6.6,53125,34571,878,164,88750,20082,40.9,11.6,57928,35741,59.1,11.6,97813,25574,87.4,9.5,96771,15791,9.1,8.8,45326,32860,3.5,4.1,47422,21185,519,153,54740,20482,64,16.4,55058,36975,52,17.7,36974,27796,11.9,11.6,56802,50698,36,16.4,54635,29745,27.4,14.7,42083,54300,8.7,10,54844,222250,31.4,(X),(X),(X),33.3,(X),(X),(X),28.1,(X),(X),(X)
1400000US12091990100,12091990100,"Census Tract 9901, Okaloosa County, Florida",0,136,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,0,136,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,0,136,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,(X),(X),(X),-,(X),(X),(X),-,(X),(X),(X)
1400000US12091990200,12091990200,"Census Tract 9902, Okaloosa County, Florida",0,136,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,0,136,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,0,136,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,(X),(X),(X),-,(X),(X),(X),-,(X),(X),(X)
1400000US12093910101,12093910101,"Census Tract 9101.01, Okeechobee County, Florida",1274,193,53462,11709,91.2,6.2,57353,8438,2.8,4.2,-,**,1.1,1.9,-,**,0,3.3,-,**,0,3.3,-,**,4.9,4.6,-,**,0,3.3,-,**,13.5,5.8,33831,30667,82.6,6.3,58162,8350,0,3.3,-,**,31.9,6.8,39468,29883,40.6,8.6,64946,6417,27.6,8.3,25341,26607,984,189,60750,9533,38.9,7.4,39867,40113,61.1,7.4,64076,7463,95.2,5.1,61063,8952,1.4,2.8,-,**,3.4,3.9,88036,87476,290,125,33385,12815,65.9,18.8,33075,29028,62.8,19.6,33300,21128,3.1,4.6,-,**,34.1,18.8,34417,22050,28.6,17.7,33083,24138,5.5,8.7,-,**,25.2,(X),(X),(X),23,(X),(X),(X),26.6,(X),(X),(X)
1400000US12093910102,12093910102,"Census Tract 9101.02, Okeechobee County, Florida",993,174,36476,9526,87.4,12.2,41611,17619,8.2,11.4,-,**,0,4.2,-,**,0,4.2,-,**,0,4.2,-,**,4.4,6.9,-,**,0,4.2,-,**,12.8,10,30826,19332,79.1,13.8,45288,18602,1.4,2.6,-,**,33.1,9.5,40472,12002,42.9,9.6,51500,25959,22.6,11.1,13981,10396,680,167,36452,34769,37.2,13.1,35221,33379,62.8,13.1,39063,45228,75.7,17.9,56282,7716,12.4,8.8,31111,13114,11.9,16.4,-,**,313,135,31631,5538,19.2,16.6,45962,91466,19.2,16.6,45962,91466,0,12.7,-,**,80.8,16.6,31419,11041,59.1,19,14971,46760,21.7,21.9,31441,691,36.6,(X),(X),(X),53.4,(X),(X),(X),0,(X),(X),(X)
1400000US12093910201,12093910201,"Census Tract 9102.01, Okeechobee County, Florida",1324,161,41129,15424,78.5,10.2,40000,15631,16.2,9.1,51477,41172,1.7,2.9,-,**,0,3.2,-,**,0,3.2,-,**,2.2,2.5,47868,31512,1.4,2.5,-,**,23.1,8.6,30217,5327,57.6,7.6,46699,12679,0,3.2,-,**,54.2,8.8,42218,9815,26.9,7.9,32222,70162,19,5,27946,41127,1128,156,32426,12271,47,11.8,31078,1258,53,11.8,57550,29308,53.4,10.4,60439,25040,34.6,11,27704,15911,12.1,10,30765,10076,196,105,21930,8414,56.6,31.8,25375,48135,56.6,31.8,25375,48135,0,19.4,-,**,43.4,31.8,21864,1633,5.6,11.8,-,**,37.8,31.4,21623,1132,21.9,(X),(X),(X),21,(X),(X),(X),27,(X),(X),(X)
1400000US12093910202,12093910202,"Census Tract 9102.02, Okeechobee County, Florida",1294,197,37842,12734,73.8,11.5,39131,8101,16.3,12,17577,21284,0,3.2,-,**,0,3.2,-,**,0,3.2,-,**,5.9,5,56875,12481,4,4.9,16667,35578,36.2,9.4,35278,12846,47.5,10.6,42822,4054,7,5.8,32155,16774,34.9,9.3,39317,17104,39.8,11,23922,31556,18.4,8.3,31111,18241,843,185,39909,9609,40.9,11.3,38706,11878,59.1,11.3,44545,16315,74,9.4,40700,10937,16.1,8.5,24750,8399,9.8,6.3,85511,37625,451,191,17054,16038,64.5,22.4,11023,15609,64.5,22.4,11023,15609,0,9,-,**,35.5,22.4,30345,38129,20,16.8,4198,5803,15.5,16,40366,14188,28.1,(X),(X),(X),32.5,(X),(X),(X),20,(X),(X),(X)
1400000US12093910300,12093910300,"Census Tract 9103, Okeechobee County, Florida",805,150,34922,11398,70.8,11.3,36250,11694,29.2,11.3,33583,37232,0,5.1,-,**,0,5.1,-,**,0,5.1,-,**,0,5.1,-,**,0,5.1,-,**,12.4,7.1,60750,30591,58.4,12.1,30855,10320,7.7,6.7,38750,40209,26.2,9.2,41250,4160,23.5,10.2,67533,14075,42.6,9.5,26384,4308,594,149,40327,12237,34,12.5,42123,7834,66,12.5,29383,13012,62.6,16.2,42174,23043,30.5,14.6,33583,14905,6.9,9.4,23781,362,211,75,27188,9582,59.2,22.2,30091,4676,34.1,18.6,18750,17639,25.1,15.9,31450,21912,40.8,22.2,17083,17706,33.6,20.5,15521,16102,7.1,11.5,-,**,24.3,(X),(X),(X),24.9,(X),(X),(X),22.7,(X),(X),(X)
1400000US12093910401,12093910401,"Census Tract 9104.01, Okeechobee County, Florida",1326,228,36250,13482,97.4,4.3,35035,13845,0,3.2,-,**,0,3.2,-,**,0,3.2,-,**,0,3.2,-,**,0,3.2,-,**,2.6,4.3,-,**,13.6,10.9,12123,23471,83.8,11.1,40802,10699,2.4,3,9605,42238,23.3,9.3,61036,23250,33,12.3,53466,41179,41.3,11.7,28456,18059,1023,229,44712,13104,30.8,10.7,52578,39203,69.2,10.7,44615,12055,83.5,8.1,45804,16582,13.2,7.5,48313,48363,3.3,4.3,35729,18282,303,126,11676,964,57.1,25.7,11848,918,25.1,25.8,12262,4046,32,31.7,11617,30628,42.9,25.7,10333,12008,37.3,24.4,9742,6709,5.6,9.4,-,**,14.8,(X),(X),(X),16.5,(X),(X),(X),8.9,(X),(X),(X)
1400000US12093910402,12093910402,"Census Tract 9104.02, Okeechobee County, Florida",867,129,43882,13522,95,6.1,44079,13782,0,4.8,-,**,0,4.8,-,**,1.3,2.3,-,**,0,4.8,-,**,2.7,4.5,19896,12107,1,2.4,-,**,19.5,12,65397,55164,78.2,11.8,41087,14425,2,3.3,-,**,30.4,10.3,65941,12127,41.3,9.4,35263,17557,26.3,9.3,34636,13684,711,119,47193,9220,47.1,12.5,65603,17688,52.9,12.5,34628,18552,62.9,12.8,48750,31298,22.4,10.9,22096,30792,14.8,13.7,65598,23982,156,84,16833,31220,69.2,27.8,33000,23072,54.5,28,30375,42508,14.7,21.7,-,**,30.8,27.8,4808,19458,30.8,27.8,4808,19458,0,23.5,-,**,29.2,(X),(X),(X),29.5,(X),(X),(X),27.6,(X),(X),(X)
1400000US12093910403,12093910403,"Census Tract 9104.03, Okeechobee County, Florida",1484,184,33203,8555,100,2.8,33203,8555,0,2.8,-,**,0,2.8,-,**,0,2.8,-,**,0,2.8,-,**,0,2.8,-,**,0,2.8,-,**,11.4,6.1,22527,13306,88.6,6.1,35018,7922,6.3,4.8,27462,5269,24.8,6.7,34483,35366,35.6,7.3,36831,6551,33.4,6.4,21512,9837,953,159,33036,9772,33.4,10.5,23351,15024,66.6,10.5,35273,7946,73.7,10.8,36500,5742,21.6,10.8,15292,22030,4.7,4.2,41161,35175,531,156,25038,8694,42.6,14.6,22833,9439,33.5,12.9,19479,7371,9,8.4,59375,15897,57.4,14.6,26023,13791,45.8,17,19049,19417,11.7,11.8,27348,56401,25.5,(X),(X),(X),18,(X),(X),(X),32.4,(X),(X),(X)
1400000US12093910500,12093910500,"Census Tract 9105, Okeechobee County, Florida",1605,176,36301,6936,91.9,3.4,36098,7349,0.5,0.9,-,**,0.4,0.6,-,**,4.4,1.9,95644,69643,0,2.6,-,**,1.7,2.4,-,**,1.1,1.4,-,**,6.8,3.5,14974,13761,86.9,3.8,36588,7361,1.5,1.6,-,**,28,6.2,30350,13818,25.7,6.5,53681,6434,44.8,6.2,31058,12872,971,135,45991,8128,34.1,11.2,23631,14772,65.9,11.2,51944,9622,72.4,8.8,56506,6715,17.5,7.9,20463,3164,10.1,6.6,21011,3863,634,154,21328,10590,56.5,14.6,19773,4871,44.6,13.4,15197,4717,11.8,7.4,50521,22373,43.5,14.6,28636,22504,40.9,14.5,26875,30309,2.7,3.6,29432,9854,22.4,(X),(X),(X),20.3,(X),(X),(X),22.7,(X),(X),(X)
1400000US12093910601,12093910601,"Census Tract 9106.01, Okeechobee County, Florida",2019,175,39025,7563,94.6,4.4,40156,8353,2.5,3.5,29189,10773,0.6,1,-,**,0,2.1,-,**,0,2.1,-,**,1.1,1.7,-,**,1.3,1.9,32167,45349,11.7,4.8,19583,31008,84.7,5.4,42500,9972,2.3,3.8,-,**,25.6,5.7,33295,10210,32.2,5.8,69537,30531,39.9,5.4,30833,4414,1425,185,49085,13061,40.3,7.4,53625,19257,59.7,7.4,45781,15732,78.9,9.2,56550,13717,12.4,5.9,34091,12412,8.7,6.7,80115,98858,594,171,17453,9884,59.3,12.8,14515,7884,56.4,12.6,14198,4626,2.9,4.8,-,**,40.7,12.8,23500,15840,31.8,12.1,24292,13548,8.9,10.1,16840,360227,21.4,(X),(X),(X),21.3,(X),(X),(X),21.5,(X),(X),(X)
